"nomeMaquina";"nomeComponente";"nomeMetrica";"unidadeDeMedida";"dataColeta";"valorLeitura"
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:33";10.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:31";15.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:30";10.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:29";13.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:27";11.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:26";13.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:24";17.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:23";29.8
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:21";21.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:20";20.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:19";39.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:17";43.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:15";39.8
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:14";22.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:12";23.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:11";20.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:09";19.8
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:08";28.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:06";34.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:05";32.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:03";23.8
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:02";25.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:13:01";36.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:59";55.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:57";27.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:56";20.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:55";22.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:53";28.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:52";19.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:50";26.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:49";18.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:47";20.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:46";27.6
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:45";28.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:43";22.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:42";20.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:40";20.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:39";23.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:38";21.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:36";22.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:35";21.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:33";21.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:32";22.5
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:30";23.2
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:29";22.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:28";21.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:26";19.0
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:25";18.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:23";19.3
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:22";8.7
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:20";5.1
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:19";4.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:18";3.4
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:16";7.9
"Servidor-SPTECH";"cpu";"cpu_Utilizacao";"%";"2022-11-01 12:12:15";6.0
