"nomeMaquina";"nomeComponente";"nomeMetrica";"unidadeDeMedida";"dataColeta";"valorLeitura"
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:47:13";6.78
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:47:11";6.77
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:47:09";6.78
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:47:07";6.78
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:47:05";6.77
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:47:04";6.75
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:47:02";6.7
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:47:00";6.76
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:58";6.85
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:56";6.83
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:55";6.78
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:53";6.81
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:51";6.93
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:49";6.93
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:47";7.11
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:46";6.97
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:44";6.97
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:43";7.01
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:41";6.8
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:39";6.82
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:37";6.82
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:36";6.83
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:34";6.82
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:32";6.87
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:30";6.89
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:28";6.84
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:26";6.43
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:24";6.33
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:23";6.17
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:21";6.16
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:19";6.17
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:17";6.14
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:15";6.19
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:14";6.19
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:12";6.19
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:10";6.2
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:09";6.18
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:07";6.19
"Servidor-SPTECH";"ram";"ram_Usada";"GB";"2022-11-03 09:46:05";6.19
